Battery_Power_Rating,OS,Product_Dimensions,RAM,camera,price,product_name,values
5020,Android,16.6 x 0.9 x 7.7 cm,6 GB,8MP,"₹ 18,499.00","Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 128GB Storage)","Android,6 GB,209 g,16.6 x 0.9 x 7.7 cm,1 Lithium Polymer batteries required. (included),Redmi Note 9 Pro Max,Bluetooth, WiFi Hotspot,Bluetooth v5.0 wireless technology, 802.11 a/b/g/n/ac, Wi-Fi, GPS, GLONASS, BeiDou, NavIC, USB 2.0 OTG, IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,1080 x 2400 pixels, 20:9 ratio (~395 ppi density),Corning Gorilla Glass 5, 450 nits typ. brightness,8MP,Touchscreen Phone,209 Grams,Glacier White,5020,29 Hours,492 Hours,Handset, Power adapter, USB cable, SIM eject tool, Warranty card, User guide, Clear soft case, Screen protector pre-applied on the phone"
"1 Handset, 1 Charger, 1 Tpu Cover, 1 Data Cable, 1 Sim Eject Tool, 1 Tp Protective Film (Attached On The Phone Before Delivery), 1 Warranty Card and 1 User Manual",Android,15.4 x 0.8 x 7.4 cm,6 GB,Touchscreen Phone,"₹ 22,999.00","Honor 20 (Midnight Black, 6GB, 128GB Storage) - 48m AI Quad Rear Camera & Kirin 980 Processor.","Android,6 GB,172 g,15.4 x 0.8 x 7.4 cm,1 Lithium Polymer batteries required. (included),YAL-AL00,Bluetooth, WiFi Hotspot,GSM, (B2/B3/B5/B8), WCDMA, (B1/B2/B4/B5/B6/B8/B19), 4G, LTE, TDD, (B38/B40/B41), (2545-2655MHz), FDD, (B1/B2/B3/B4/B5/B7/B8/B18/B19/B20/B26/B28), Wi-Fi 2.4GHz: 802.11 b/g/n, MIMO Wi-Fi 5GHz: 802.11 a/n/ac, Bluetooth BT5.0, USB 2.0,Dual SIM,32MP,Touchscreen Phone,172 Grams,Black,3750,1 Handset, 1 Charger, 1 Tpu Cover, 1 Data Cable, 1 Sim Eject Tool, 1 Tp Protective Film (Attached On The Phone Before Delivery), 1 Warranty Card and 1 User Manual"
5000,Android,16.4 x 0.9 x 7.6 cm,3 GB,8MP,"₹ 12,490.00","OPPO A5 2020 (Dazzling White, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Android,3 GB,195 g,16.4 x 0.9 x 7.6 cm,1 Lithium Polymer batteries required. (included),CPH1931,Bluetooth, WiFi Hotspot,802.11a/b/g/n/ac, WLAN 2.4G, WLAN 5.1G, WLAN 5.8G, WLAN Display,Dual SIM, GPS, Music Player, Video Player, Built-in GPS, Supports A-GPS, Beidou, Glonass, GALILEO,Capacitive Touchscreen, Multi-touch,Screen Protection:Corning Gorilla Glass v3,Pixel Density  270 ppi,8MP,Touchscreen Phone,195 Grams,Dazzling White,5000,Handset, Type-C Cable, Sim Tray Ejecter, Pre-applied Screen Protector and Protective Case, Booklet with Warranty Card and Quick Guide"
209 Grams,Android,16.6 x 0.9 x 7.7 cm,6 GB,Touchscreen,"₹ 16,999.00","Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage)","Android,6 GB,209 g,16.6 x 0.9 x 7.7 cm,1 Lithium Polymer batteries required. (included),Redmi Note 9 Pro Max,Bluetooth, WiFi Hotspot,Bluetooth v5.0 wireless technology, 802.11 a/b/g/n/ac, Wi-Fi, GPS, GLONASS, BeiDou, NavIC, USB 2.0 OTG, IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,1080 x 2400 pixels, 20:9 ratio (~395 ppi density),Corning Gorilla Glass 5, 450 nits typ. brightness,Touchscreen,2400 x 1080,8MP,Touchscreen Phone,209 Grams,Glacier White,5020,29 Hours,492 Hours,Handset, Power adapter, USB cable, SIM eject tool, Warranty card, User guide, Clear soft case, Screen protector pre-applied on the phone"
"Handset(Non-removable Battery Included), Travel Adapter, USB Cable, Ejection Pin, User Manual",Android,15.9 x 0.9 x 7.5 cm,6 GB,Touchscreen Phone,"₹ 15,999.00","Samsung Galaxy M21 (Midnight Blue, 6GB RAM, 128GB Storage)","Android,6 GB,186 g,15.9 x 0.9 x 7.5 cm,SM-M215FZBGINS,Bluetooth;WiFi Hotspot,2G GSM;3G WCDMA;4G LTE FDD;4G LTE TDD,Dual SIM;GPS;Music Player;Video Player;FM Radio;Accelerometer;Proximity Sensor;Virtual Light Sensing;E-mail,1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density) 420 nits max brightness,Corning Gorilla Glass 3,8MP,Touchscreen Phone,186 Grams,Blue,6000,Handset(Non-removable Battery Included), Travel Adapter, USB Cable, Ejection Pin, User Manual"
4500,Android,16.2 x 0.9 x 7.6 cm,8 GB,8MP,"₹ 18,999.00","Redmi Note 8 Pro (Electric Blue, 8GB RAM, 128GB Storage with Helio G90T Processor)","Android,8 GB,200 g,16.2 x 0.9 x 7.6 cm,1 Lithium Polymer batteries required. (included),Redmi Note 8 Pro,Bluetooth, WiFi Hotspot,GPS, GLONASS, BeiDou, USB 2.0 OTG, IR blaster, Bluetooth v5.0 wireless technology, 802.11 a/b/g/n/ac, Wi-Fi, WiFi,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor, eCompass,IPS LCD capacitive touchscreen, 16M colors,1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density), Corning Gorilla Glass 5,8MP,Touchscreen Phone,200 Grams,Electric Blue,4500,Handset, Power Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide and Clear Soft Case"
4000,Android,15.6 x 0.9 x 7.5 cm,8 GB,20MP,"₹ 18,999.00","Poco F1 by Xiaomi (Armored Edition, 8GB RAM, 256GB Storage)","Android,8 GB,181 g,15.6 x 0.9 x 7.5 cm,1 Lithium Polymer batteries required. (included),Poco F1,Bluetooth;WiFi Hotspot,Bluetooth v5.0,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity, Accelerometer, Ambient light sensor, e-Compass,LCD,20MP,Touchscreen Phone,181 Grams,Armored Edition,4000,Handset, Adapter, USB Cable, Warranty Card, User Guide, SIM Insertion Tool and Back Case"
209 Grams,Android,16.6 x 0.9 x 7.7 cm,4 GB,Touchscreen,"₹ 13,999.00","Redmi Note 9 Pro (Interstellar Black, 4GB RAM, 64GB Storage) - Latest Snapdragon 720G & Gorilla Glass 5 Protection","Android,4 GB,209 g,16.6 x 0.9 x 7.7 cm,1 Lithium Polymer batteries required. (included),Redmi Note 9 Pro,Bluetooth, WiFi Hotspot,Bluetooth v5.0 wireless technology, 802.11 a/b/g/n/ac wifi, GPS, GLONASS, BeiDou, NavIC, USB 2.0 OTG, IR blaster,Dual SIM, GPS, Music Player, Video Player, Gyroscope, Infrared, Proximity sensor, Accelerometer, Ambient light sensor,1080 x 2400 pixels, 20:9 ratio (~395 ppi density),Corning Gorilla Glass 5, 450 nits typ. brightness,Touchscreen,2400 x 1080,8MP,Touchscreen Phone,209 Grams,Interstellar Black,5020,29 Hours,492 Hours,Handset, Power adapter, USB cable, SIM eject tool, Warranty card, User guide, Clear soft case, Screen protector pre-applied on the phone"
"Handset, USB Cable, Sim Tray Ejecter, Pre-applied Screen Protector and Protective Case, Booklet with Warranty Card and Quick Guide",Android Oreo 8.1,16.5 x 0.8 x 7.7 cm,2 GB,Touchscreen Phone,"₹ 7,990.00","OPPO A1K (Red, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","Android Oreo 8.1,2 GB,163 g,16.5 x 0.8 x 7.7 cm,1 Lithium Polymer batteries required. (included),CPH1923,Bluetooth, WiFi Hotspot,GPRS, EDGE, HSPA+, WCDMA, TD-LTE, 4G LTE, FDD,Dual SIM, GPS, Music Player, Video Player, Face Unlock,Magnetic induction, Light sensor, Proximity sensor, G-sensor, Acceleration sensor, Other sensors,5MP,Touchscreen Phone,163 Grams,Red,4000,Handset, USB Cable, Sim Tray Ejecter, Pre-applied Screen Protector and Protective Case, Booklet with Warranty Card and Quick Guide"
Haze Blue,Android,16.3 x 0.9 x 7.6 cm,8 GB,3120 x 1440,"₹ 47,999.00","OnePlus 7T Pro (Haze Blue, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 4085mAH Battery)","Android,8 GB,204 g,16.3 x 0.9 x 7.6 cm,1 Lithium ion batteries required. (included),HD1901,Bluetooth, WiFi Hotspot,GSM, (B2/3/5/8), CDMA, (BC0/BC1), 4G, FDD-LTE, (B1/2/3/4/5/7/8/12/13/17/18/19/20/26/28/29), TDD-LTE, (B34/38/39/40/41), Bluetooth 5.0 support aptX/HD/LDAC/AAC, TDS, (B34/B39), NFC enabled, WiFi, 2x2 MIMO, Wi-Fi 802.11 a/b/g/n/ac/2.4G/5G, UMTS:B1/2/4/5/8/9/19,Dual SIM, GPS, Music Player, Video Player, In-display Fingerprint sensor, Accelerometer, Electronic Compass, Gyroscope, Ambient Light sensor, Proximity sensor, sensor Core,Corning Gorilla Glass,DCI-P3 100%,HDR10+,90Hz,1080 x 2400 pixels, 20:9 ratio (~402 ppi density),3120 x 1440,48 + 8 + 16 MP,Touchscreen Phone,204 Grams,Haze Blue,4085,Handset, Warp Charge 30 Power Adapter, Warp Type-C Cable (Support USB 2.0), Quick Start Guide, Welcome Letter, Safety Information and Warranty Card, Logo Sticker, Case, Screen Protector (pre-applied), SIM Tray Ejector"
"Handset,USB Cable,Adapter,Sim Tray Ejector, Protective Case, Booklet with Warranty Card and Quick Guide.",Android,15.6 x 0.8 x 7.6 cm,2 GB,Touchscreen Phone,"₹ 8,990.00","OPPO A11K (Flowing Silver, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","Android,2 GB,163 g,15.6 x 0.8 x 7.6 cm,CPH2083,Bluetooth;WiFi Hotspot,GPRS;EDGE;HSPA+;WCDMA;TD-LTE;LTE FDD,Dual SIM, GPS, Music Player, Video Player, FM Radio,1520x720.,5MP,Touchscreen Phone,163 Grams,Flowing Silver,4230,Handset,USB Cable,Adapter,Sim Tray Ejector, Protective Case, Booklet with Warranty Card and Quick Guide."
Rose Gold,Android,15.4 x 7.4 x 0.9 cm,2 GB,"Front, Rear","₹ 5,099.00","IKall K210 Smartphone (5.5 Inch, 2GB, 16GB) (Rose Gold)","Android,2 GB,249 g,15.4 x 7.4 x 0.9 cm,1 Lithium ion batteries required. (included),K210,Cellular,WiFi,Bluetooth Tethering, Dual SIM, USB, Primary Camera, Radio, GPS, Flashlight, Wifi,LCD,Front, Rear,3.5 mm,Smartphone,249 Grams,Rose Gold,2800 milliamp_hours,Mobile, Battery, Traveling Adapter, USB Cable, User Manual"
4000,Android,15.7 x 0.9 x 7.4 cm,6 GB,13 MP,"₹ 24,999.00","Redmi K20 Pro (Flame Red 6GB RAM, 128GB Storage) -12 Month No Cost EMI","Android,6 GB,191 g,15.7 x 0.9 x 7.4 cm,1 Lithium Polymer batteries required. (included),Redmi K20 Pro,Bluetooth, WiFi Hotspot,Bluetooth v5.0, 802.11 a/b/g/n/ac (2x2 MiMo) wifi version, GPS/AGPS, GLONASS, Micro USB 2.0 OTG, Network: 2G, 3G,4G VOLTE,Dual SIM, GPS, Music Player, Video Player, FM Radio, Gyroscope, Infrared, Proximity, Accelerometer, Ambient light sensor, E compass, In-display Fingerprint Sensor, E-mail,Yes Capacitive Touchscreen, Multi-touch,Corning Gorilla Glass v5,Pixel Density 403 ppi,Aspect Ratio 19.5:9,13 MP,Touchscreen Phone,191 Grams,Flame Red,4000,Handset, Adapter, USB cable, warranty card, user guide, SIM insertion tool, Back cover"
